"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2017","142.30","143.20","143.30","139.70","1.26M","-0.49%"
"Aug 11, 2017","143.00","139.00","144.00","135.20","1.53M","2.51%"
"Aug 10, 2017","139.50","146.50","146.50","138.50","3.10M","-4.91%"
"Aug 09, 2017","146.70","146.80","147.50","146.50","1.71M","-0.07%"
"Aug 08, 2017","146.80","149.00","149.00","146.80","5.28M","-3.10%"
"Aug 07, 2017","151.50","153.50","155.00","149.10","1.93M","-0.53%"
"Aug 04, 2017","152.30","154.00","154.00","150.60","865.98K","-1.10%"
"Aug 03, 2017","154.00","155.00","155.30","152.80","973.59K","-0.52%"
"Aug 02, 2017","154.80","154.00","156.10","151.00","1.03M","1.11%"
"Aug 01, 2017","153.10","160.90","160.90","153.10","1.57M","-4.91%"
"Jul 31, 2017","161.00","160.00","161.00","158.30","1.04M","0.63%"
"Jul 28, 2017","160.00","160.00","160.00","158.00","1.10M","0.06%"
"Jul 27, 2017","159.90","159.10","160.50","156.80","2.15M","0.57%"
"Jul 26, 2017","159.00","162.80","163.50","159.00","420.53K","-1.24%"
"Jul 25, 2017","161.00","160.40","162.00","160.00","673.73K","0.00%"
"Jul 24, 2017","161.00","161.00","162.40","160.40","1.41M","0.00%"
"Jul 21, 2017","161.00","162.00","162.00","160.60","1.26M","-0.62%"
"Jul 20, 2017","162.00","162.10","163.00","161.30","776.25K","-0.06%"
"Jul 19, 2017","162.10","161.30","163.20","160.40","499.96K","0.50%"
"Jul 18, 2017","161.30","162.00","162.00","161.00","869.50K","-0.12%"
"Jul 17, 2017","161.50","162.70","162.90","161.00","316.90K","0.00%"
"Jul 14, 2017","161.50","163.00","163.00","160.80","788.17K","-0.74%"
"Jul 13, 2017","162.70","163.00","163.10","162.10","2.28M","0.06%"
"Jul 12, 2017","162.60","162.00","163.20","162.00","451.59K","0.56%"
"Jul 11, 2017","161.70","163.80","163.80","161.00","1.37M","-0.49%"
"Jul 10, 2017","162.50","164.30","164.60","162.10","1.38M","-1.10%"
"Jul 07, 2017","164.30","164.40","165.40","163.00","2.05M","-0.42%"
"Jul 06, 2017","165.00","163.70","165.00","163.70","231.96K","0.79%"
"Jul 05, 2017","163.70","162.50","163.70","162.00","312.78K","1.05%"
"Jul 04, 2017","162.00","162.90","163.00","161.00","870.47K","-0.55%"
"Jul 03, 2017","162.90","162.70","162.90","161.50","409.84K","0.00%"
"Jun 30, 2017","162.90","162.50","162.90","160.10","927.77K","0.87%"
"Jun 29, 2017","161.50","162.60","162.60","161.00","1.53M","0.94%"
"Jun 28, 2017","160.00","162.00","162.00","160.00","1.07M","-0.62%"
"Jun 27, 2017","161.00","161.50","165.30","160.90","4.89M","-0.31%"
"Jun 23, 2017","161.50","167.50","167.50","161.00","2.30M","-2.12%"
"Jun 22, 2017","165.00","168.10","169.40","164.00","6.13M","-1.79%"
"Jun 21, 2017","168.00","168.00","168.10","166.50","2.40M","0.00%"
"Jun 20, 2017","168.00","168.80","169.00","167.10","1.35M","-0.53%"
"Jun 19, 2017","168.90","165.00","168.90","164.00","1.38M","2.99%"
"Jun 16, 2017","164.00","165.00","165.00","162.80","1.42M","-0.61%"
"Jun 15, 2017","165.00","163.40","165.40","163.40","1.58M","1.85%"
"Jun 14, 2017","162.00","160.00","162.00","160.00","734.07K","1.25%"
"Jun 13, 2017","160.00","163.80","163.80","159.50","2.57M","-1.96%"
"Jun 09, 2017","163.20","163.00","164.20","161.80","1.68M","0.43%"
"Jun 08, 2017","162.50","160.00","162.70","160.00","1.98M","1.63%"
"Jun 07, 2017","159.90","159.50","161.00","159.10","1.40M","0.57%"
"Jun 06, 2017","159.00","160.60","160.60","159.00","2.15M","-0.87%"
"Jun 05, 2017","160.40","160.00","161.40","159.00","2.06M","0.50%"
"Jun 02, 2017","159.60","159.60","163.00","159.40","5.56M","0.00%"
"Jun 01, 2017","159.60","162.00","162.50","158.20","3.44M","-1.48%"
"May 31, 2017","162.00","163.50","163.70","161.50","2.47M","-0.92%"
"May 30, 2017","163.50","164.00","164.20","163.00","1.63M","-0.49%"
"May 29, 2017","164.30","165.00","166.00","163.10","1.49M","-1.02%"
"May 26, 2017","166.00","167.00","168.60","165.00","812.11K","-0.60%"
"May 25, 2017","167.00","169.70","169.80","166.00","1.32M","-1.76%"
"May 24, 2017","170.00","165.10","170.00","165.00","2.58M","2.97%"
"May 23, 2017","165.10","163.60","165.70","163.30","1.29M","1.10%"
"May 22, 2017","163.30","161.00","164.30","161.00","582.35K","2.32%"
"May 19, 2017","159.60","159.40","159.80","157.50","1.84M","0.44%"
"May 18, 2017","158.90","160.00","160.00","158.10","2.84M","-0.19%"
"May 17, 2017","159.20","159.90","160.40","159.00","5.66M","0.51%"
